StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q13,Q14,Q18,Q15,Q16,Q17,Q1,Q2,Q3,Q4,Q5,Q6
3/29/2023 12:03,3/29/2023 12:06,IP Address,206.87.193.184,100,167,TRUE,3/29/2023 12:06,R_1dv65HIaxw9OLSU,,,,,49.4635,-122.822,anonymous,EN,L26 (Thursday AM),,,,,TA4,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"He  has been an excellent TA. If I need help, he will be there to help while also promoting my understanding of the fundamental ideas of the experiment or experimental step. When I don't understand something, he does not just give me the answer but asks more questions that actually guide me to my own answer, which I think is about as effective as teaching can get. On top of this he is a very kind and considerate, and also funny, which takes away from the sometimes stressful environment of the lab! 10/10 TA."
3/22/2023 12:07,3/22/2023 12:08,IP Address,128.189.215.123,60,17,FALSE,3/29/2023 12:08,R_2YnQgPzYQ9OUTXZ,,,,,,,anonymous,EN,L27 (Thursday PM),,,,,,TA7,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"She was very positive and helpful throughout the experiment. I did feel at times that my questions and confusion during the lab were being critically analyzed and resulted in me losing marks. I understand that the TAs have a specific criteria to follow, so maybe this is too strict as even when I was adequately prepared for the experiment I lost many technique marks. "
3/22/2023 12:09,3/22/2023 12:09,IP Address,206.87.237.96,20,17,FALSE,3/29/2023 12:10,R_w0ETg5Ha13ibdaV,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"He  has been an excellent TA. If I need help, he will be there to help while also promoting my understanding of the fundamental ideas of the experiment or experimental step. When I don't understand something, he does not just give me the answer but asks more questions that actually guide me to my own answer, which I think is about as effective as teaching can get. On top of this he is a very kind and considerate, and also funny, which takes away from the sometimes stressful environment of the lab! 10/10 TA."
3/22/2023 12:10,3/22/2023 12:10,IP Address,128.189.84.29,20,33,FALSE,3/29/2023 12:13,R_2UWKEYvJ1I6b034,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,
3/22/2023 12:14,3/22/2023 12:14,IP Address,128.189.249.115,20,12,FALSE,3/29/2023 12:14,R_2dhlSUlGQbYPbgF,,,,,,,anonymous,EN,L22 (Tuesday AM),,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Marking scheme ambiguous and often seems she was lurking solely to find a reason to justify the inevitable loss of technique marks. Didn't feel comfortable asking any questions as I knew it would result in an even lower technique mark.
3/22/2023 12:16,3/22/2023 12:16,IP Address,128.189.193.104,60,18,FALSE,3/29/2023 12:16,R_2s169v9iSzVc2Pi,,,,,,,anonymous,EN,L22 (Tuesday AM),Ilnigar Namat,,,,,,Strongly Agree,Agree,Agree,Agree,Agree," He is very attentive to his students and he always helps when we have questions or want clarification. For some experiments, He was asking us ""theory"" questions that tested our understanding of the procedure - what each step of the experiment does - and for me answering those questions was an effective learning experience. Overall, I think He is a great teaching assistant as he is a fair grader, kind and patient and always has answers to our questions. "
3/22/2023 12:25,3/22/2023 12:25,IP Address,128.189.130.191,0,28,FALSE,3/29/2023 12:25,R_3kH8rHC0PdreuMa,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was helpful and non-judgemental
3/22/2023 12:22,3/22/2023 12:27,IP Address,128.189.88.252,60,287,FALSE,3/29/2023 12:27,R_20TIYoiTRsmqTme,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,TA20,,Agree,Disagree,Neutral,Strongly Agree,Neutral," He is very attentive to his students and he always helps when we have questions or want clarification. For some experiments, He was asking us ""theory"" questions that tested our understanding of the procedure - what each step of the experiment does - and for me answering those questions was an effective learning experience. Overall, I think He is a great teaching assistant as he is a fair grader, kind and patient and always has answers to our questions. "
3/22/2023 12:30,3/22/2023 12:31,IP Address,206.12.14.199,60,49,FALSE,3/29/2023 12:31,R_UWJhmoJf3FiUoaR,,,,,,,anonymous,EN,L22 (Tuesday AM),TA13,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,increased enthusiasm would be more helpful to lab morale
3/22/2023 13:02,3/22/2023 13:03,IP Address,206.116.180.138,60,12,FALSE,3/29/2023 13:03,R_2uL1TrErYMsplnQ,,,,,,,anonymous,EN,L23 (Tuesday PM),,TA3,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Absolute G. Best lab TA I could ask for
3/22/2023 13:03,3/22/2023 13:03,IP Address,206.87.122.88,20,10,FALSE,3/29/2023 13:03,R_20O6xF3ysuNTAUA,,,,,,,anonymous,EN,L24 (Wednesday AM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Chem labs have always caused a lot of stress for me and having he  as my TA significantly reduced my stress. He never made me feel bad about not knowing something and always made sure to work through my confusion with me in a productive manner. He explained things in a way that made sense to me.
3/22/2023 13:10,3/22/2023 13:11,IP Address,209.52.88.204,60,16,FALSE,3/29/2023 13:11,R_2txwxjgxUfEylZK,,,,,,,anonymous,EN,L27 (Thursday PM),,,,,,TA1,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"He  was always prepared and able to help, however he wasn't often very willing to help. I would have found 235 labs more achievable if I felt that asking questions or for help would not lead to a lower technique grade. In later labs, He was more willing to help, but overall I wish he had been a bit more enthusiastic."
3/22/2023 14:25,3/22/2023 14:25,IP Address,128.189.204.223,60,21,FALSE,3/29/2023 14:28,R_2uJxooZYc5d4v9i,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,TA11,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/29/2023 14:42,3/29/2023 14:43,IP Address,128.189.247.12,100,34,TRUE,3/29/2023 14:43,R_3D5u51HbbAiTWRE,,,,,49.2825,-123.1291,anonymous,EN,L24 (Wednesday AM),,,TA8,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"She was very positive and helpful throughout the experiment. I did feel at times that my questions and confusion during the lab were being critically analyzed and resulted in me losing marks. I understand that the TAs have a specific criteria to follow, so maybe this is too strict as even when I was adequately prepared for the experiment I lost many technique marks. "
3/29/2023 15:01,3/29/2023 15:02,IP Address,154.20.171.34,100,98,TRUE,3/29/2023 15:02,R_3fDyJnwFahXN6BW,,,,,49.1378,-122.8521,anonymous,EN,L22 (Tuesday AM),Max Botsis,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree," He is very attentive to his students and he always helps when we have questions or want clarification. For some experiments, He was asking us ""theory"" questions that tested our understanding of the procedure - what each step of the experiment does - and for me answering those questions was an effective learning experience. Overall, I think He is a great teaching assistant as he is a fair grader, kind and patient and always has answers to our questions. "
3/22/2023 15:01,3/22/2023 15:01,IP Address,128.189.66.255,20,28,FALSE,3/29/2023 15:04,R_rjbrM9P9NzKIael,,,,,,,anonymous,EN,L23 (Tuesday PM),,,,,,,Agree,Agree,Agree,Agree,Agree,
3/29/2023 16:53,3/29/2023 16:55,IP Address,50.98.52.26,100,157,TRUE,3/29/2023 16:55,R_2fksuhPmjADAaYx,,,,,49.2556,-123.062,anonymous,EN,L24 (Wednesday AM),,,TA16,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,"She was very positive and helpful throughout the experiment. I did feel at times that my questions and confusion during the lab were being critically analyzed and resulted in me losing marks. I understand that the TAs have a specific criteria to follow, so maybe this is too strict as even when I was adequately prepared for the experiment I lost many technique marks. "
3/29/2023 17:02,3/29/2023 17:04,IP Address,128.189.26.206,100,160,TRUE,3/29/2023 17:04,R_1MZePz6PBxyXa2L,,,,,49.2666,-123.1976,anonymous,EN,L25 (Wednesday PM),,,,TA5,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,
3/22/2023 17:53,3/22/2023 17:55,IP Address,128.189.74.61,20,116,FALSE,3/29/2023 17:55,R_3COQKzBW1F9zcBm,,,,,,,anonymous,EN,L27 (Thursday PM),,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,
3/29/2023 19:32,3/29/2023 19:38,IP Address,128.189.171.9,100,322,TRUE,3/29/2023 19:38,R_3knvVQevK3E3Fyu,,,,,49.4635,-122.822,anonymous,EN,L25 (Wednesday PM),,,,TA11,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very good at correcting mistakes and offering advice in a constructive manner without feeling discouraging or judgmental. I really appreciated her help especially since I’m kind of a disaster in chem labs.
3/29/2023 19:36,3/29/2023 19:38,IP Address,96.55.152.249,100,162,TRUE,3/29/2023 19:38,R_C94Wx5w5wkGbQGZ,,,,,49.1906,-122.9344,anonymous,EN,L27 (Thursday PM),,,,,,TA21,Agree,Disagree,Neutral,Strongly Agree,Neutral,Chem labs have always caused a lot of stress for me and having he  as my TA significantly reduced my stress. He never made me feel bad about not knowing something and always made sure to work through my confusion with me in a productive manner. He explained things in a way that made sense to me.
3/29/2023 20:20,3/29/2023 20:21,IP Address,75.157.110.221,100,54,TRUE,3/29/2023 20:21,R_V20oFUnjNV7Ftu1,,,,,49.2556,-123.062,anonymous,EN,L27 (Thursday PM),,,,,,TA17,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,
3/22/2023 20:47,3/22/2023 20:50,IP Address,172.103.173.109,20,154,FALSE,3/29/2023 20:50,R_3PntKYBKlMepUqm,,,,,,,anonymous,EN,L24 (Wednesday AM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/23/2023 0:35,3/23/2023 0:39,IP Address,206.116.157.217,20,244,FALSE,3/30/2023 0:39,R_Q6q2MtJExuU9JFD,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very good at correcting mistakes and offering advice in a constructive manner without feeling discouraging or judgmental. I really appreciated her help especially since I’m kind of a disaster in chem labs.
3/30/2023 15:14,3/30/2023 15:15,IP Address,173.181.10.153,100,39,TRUE,3/30/2023 15:15,R_TuP7LHrCPjlF93X,,,,,49.2286,-122.9317,anonymous,EN,L22 (Tuesday AM),TA13,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree," He is very attentive to his students and he always helps when we have questions or want clarification. For some experiments, He was asking us ""theory"" questions that tested our understanding of the procedure - what each step of the experiment does - and for me answering those questions was an effective learning experience. Overall, I think He is a great teaching assistant as he is a fair grader, kind and patient and always has answers to our questions. "
3/23/2023 17:13,3/23/2023 17:13,IP Address,128.189.171.166,20,11,FALSE,3/30/2023 17:13,R_2zRVxRcoFaMsdGi,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/23/2023 17:18,3/23/2023 17:21,Spam,128.189.171.166,20,192,FALSE,3/30/2023 17:21,R_db967yY20PCqz7j,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Absolute G. Best lab TA I could ask for
3/23/2023 17:58,3/23/2023 17:58,IP Address,66.183.17.235,60,29,FALSE,3/30/2023 17:58,R_2SDcS5xNIp7iwlU,,,,,,,anonymous,EN,L24 (Wednesday AM),,,TA7,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"She has to be the sweetest TA I have ever had in my entire three years of undergraduate studies at UBC. She was always prepared, willing to help no matter how many times you asked the same question, and extremely efficient at problem solving. She made the entire lab session feel less like an evaluated lab and more like a fun time, easing stress off of me and my peers by doing so. She was great and I'm definitely going to miss having her as a TA in the future "
3/23/2023 22:51,3/23/2023 22:52,IP Address,70.79.144.68,60,56,FALSE,3/30/2023 22:52,R_2AXQkx9G7Y9lwSF,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,TA2,,Agree,Agree,Agree,Agree,Agree,"He  has been an excellent TA. If I need help, he will be there to help while also promoting my understanding of the fundamental ideas of the experiment or experimental step. When I don't understand something, he does not just give me the answer but asks more questions that actually guide me to my own answer, which I think is about as effective as teaching can get. On top of this he is a very kind and considerate, and also funny, which takes away from the sometimes stressful environment of the lab! 10/10 TA."
3/23/2023 23:31,3/23/2023 23:31,IP Address,24.80.52.250,20,7,FALSE,3/30/2023 23:31,R_0CjDWAitty1Tvhf,,,,,,,anonymous,EN,L22 (Tuesday AM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was helpful and non-judgemental
3/30/2023 23:43,3/30/2023 23:45,IP Address,108.172.242.240,100,76,TRUE,3/30/2023 23:45,R_1H17xkuCx1haCYT,,,,,49.2666,-123.1976,anonymous,EN,L27 (Thursday PM),,,,,,TA3,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/31/2023 13:24,3/31/2023 13:28,IP Address,70.79.140.44,100,231,TRUE,3/31/2023 13:28,R_3qgkQmsUNVt5DR6,,,,,49.4635,-122.822,anonymous,EN,L27 (Thursday PM),,,,,,TA1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very good at correcting mistakes and offering advice in a constructive manner without feeling discouraging or judgmental. I really appreciated her help especially since I’m kind of a disaster in chem labs.
3/24/2023 14:06,3/24/2023 14:07,IP Address,128.189.82.78,20,46,FALSE,3/31/2023 14:07,R_00MHBiZ7MV0pe2R,,,,,,,anonymous,EN,L24 (Wednesday AM),,,,,,,,,,,,
3/23/2023 19:36,3/24/2023 17:12,IP Address,108.180.202.34,60,77750,FALSE,3/31/2023 17:12,R_1M71D6TfdldIDq9,,,,,,,anonymous,EN,L24 (Wednesday AM),,,TA18,,,,Agree,Agree,Agree,Agree,Agree,He was always very kind and helpful during the labs. I have no suggestions for improvement.
3/31/2023 19:10,3/31/2023 19:12,IP Address,142.179.64.46,100,100,TRUE,3/31/2023 19:12,R_PM7sHvHo3z3EQql,,,,,49.2359,-123.153,anonymous,EN,L25 (Wednesday PM),,,,TA14,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,
4/1/2023 14:17,4/1/2023 18:04,IP Address,66.183.74.57,100,13631,TRUE,4/1/2023 18:04,R_1i5sdPojuaiGXgl,,,,,49.2359,-123.153,anonymous,EN,L27 (Thursday PM),,,,,,TA21,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Chem labs have always caused a lot of stress for me and having he  as my TA significantly reduced my stress. He never made me feel bad about not knowing something and always made sure to work through my confusion with me in a productive manner. He explained things in a way that made sense to me.
3/22/2023 11:47,3/26/2023 11:27,IP Address,108.180.200.226,20,344431,FALSE,4/2/2023 11:27,R_3iPhnOXnGi6ABi5,,,,,,,anonymous,EN,L27 (Thursday PM),,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,
4/2/2023 23:06,4/2/2023 23:08,IP Address,108.172.166.88,100,139,TRUE,4/2/2023 23:08,R_8o9yt26GlKuPDO1,,,,,49.0823,-122.771,anonymous,EN,L26 (Thursday AM),,,,,TA22,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/27/2023 0:35,3/27/2023 0:37,IP Address,70.79.135.57,0,155,FALSE,4/3/2023 0:37,R_UT4pdwhQgH4fiZb,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,
3/27/2023 17:51,3/27/2023 17:51,IP Address,70.70.226.240,20,6,FALSE,4/3/2023 17:51,R_2PaEmAQZyOJ0T7O,,,,,,,anonymous,EN,L26 (Thursday AM),,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"He was very helpful within the lab, never made us feel bad or embarrassed about broken glassware or accidental spills, and instead worked with us to problem solve and create a solution that would allow us to complete the experiment. He was always very friendly and welcoming and created for a great lab space that I felt very comfortable within."
3/27/2023 18:07,3/27/2023 18:08,IP Address,128.189.255.126,20,28,FALSE,4/3/2023 18:08,R_3CZbAit5B1Bwwc9,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was helpful and non-judgemental
3/27/2023 21:30,3/27/2023 21:30,IP Address,96.48.250.202,60,19,FALSE,4/3/2023 21:30,R_2cvI1WhVwBsyfnb,,,,,,,anonymous,EN,L24 (Wednesday AM),,,TA16,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I enjoyed having her as my TA. I was honestly a little intimidated by her in the beginning of the term, but she was really helpful during the labs!"
3/28/2023 7:07,3/28/2023 7:08,IP Address,135.0.169.247,20,71,FALSE,4/4/2023 7:08,R_22nrxqZmO5CxXLk,,,,,,,anonymous,EN,L22 (Tuesday AM),,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Made labs a lot less stressful as he was always calm, kind, and helpful. I am very glad I had him as my TA"
3/27/2023 19:10,3/28/2023 9:21,IP Address,96.49.209.241,60,51078,FALSE,4/4/2023 9:21,R_V2tAK8WLtAcCfuN,,,,,,,anonymous,EN,L22 (Tuesday AM),TA23,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Chem labs have always caused a lot of stress for me and having he  as my TA significantly reduced my stress. He never made me feel bad about not knowing something and always made sure to work through my confusion with me in a productive manner. He explained things in a way that made sense to me.
3/28/2023 13:42,3/28/2023 13:42,IP Address,206.12.40.85,20,36,FALSE,4/4/2023 13:43,R_z7hc2yBcNSdut6V,,,,,,,anonymous,EN,L22 (Tuesday AM),,,,,,,Agree,Agree,Agree,Agree,Agree,
3/22/2023 12:00,3/28/2023 13:46,IP Address,128.189.64.199,60,524762,FALSE,4/4/2023 13:46,R_1pL4ch63LQk545G,,,,,,,anonymous,EN,L23 (Tuesday PM),,TA17,,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,
4/5/2023 1:04,4/5/2023 1:08,IP Address,154.5.124.192,100,222,TRUE,4/5/2023 1:08,R_3Ooarq1TYVLAbsj,,,,,49.2293,-123.1882,anonymous,EN,L25 (Wednesday PM),,,,TA5,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Made labs a lot less stressful as he was always calm, kind, and helpful. I am very glad I had him as my TA"
4/5/2023 8:47,4/5/2023 8:48,IP Address,128.189.202.89,100,77,TRUE,4/5/2023 8:48,R_3dWi88ONOVYNZwN,,,,,49.4635,-122.822,anonymous,EN,L26 (Thursday AM),,,,,TA22,,Strongly Agree,Agree,Agree,Agree,Agree,
4/5/2023 15:07,4/5/2023 15:08,IP Address,128.189.82.81,100,56,TRUE,4/5/2023 15:08,R_1d6QGv3dRx5vSNC,,,,,49.4635,-122.822,anonymous,EN,L23 (Tuesday PM),,TA6,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/29/2023 16:26,3/29/2023 16:26,IP Address,24.114.24.200,60,8,FALSE,4/5/2023 16:26,R_2EnNrF0lEMZZrQC,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,TA11,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,"She  was amazing, the best TA I've had at UBC!!! Super personable, made class fun, asked leading questions to help us understand what we were doing and grasp the contents (as if she were Socrates herself :O !!), always happy to help but not babysitting us, treated all the students nicely, graded fairly, gave helpful feedback, made the lab fun to attend!!! I can't say enough good things, she gets 100% in my book! Give her a bonus or #1 TA medal or both!!!"
4/5/2023 16:50,4/5/2023 16:52,IP Address,209.52.88.195,100,106,TRUE,4/5/2023 16:52,R_3qeVbQKBijYyYJG,,,,,49.2556,-123.062,anonymous,EN,L23 (Tuesday PM),,TA16,,,,,Agree,Agree,Agree,Agree,Agree,"He was very helpful within the lab, never made us feel bad or embarrassed about broken glassware or accidental spills, and instead worked with us to problem solve and create a solution that would allow us to complete the experiment. He was always very friendly and welcoming and created for a great lab space that I felt very comfortable within."
4/5/2023 16:47,4/5/2023 16:52,IP Address,128.189.30.195,100,251,TRUE,4/5/2023 16:52,R_SOwjEj5BPF4Fby1,,,,,49.4635,-122.822,anonymous,EN,L27 (Thursday PM),,,,,,TA21,Agree,Disagree,Neutral,Strongly Agree,Neutral,
4/5/2023 16:50,4/5/2023 16:52,IP Address,209.52.88.196,100,143,TRUE,4/5/2023 16:52,R_8f9wb3ru1WwsWyZ,,,,,49.2556,-123.062,anonymous,EN,L23 (Tuesday PM),,TA3,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,
4/5/2023 17:02,4/5/2023 17:22,IP Address,50.92.220.53,100,1160,TRUE,4/5/2023 17:22,R_3qfmJ90VGwEwXwb,,,,,49.2476,-123.1234,anonymous,EN,L23 (Tuesday PM),,TA3,,,,,Strongly Agree,Agree,Agree,Agree,Agree,
4/5/2023 17:54,4/5/2023 17:58,IP Address,24.84.159.235,100,255,TRUE,4/5/2023 17:58,R_1DJdks41sbV272F,,,,,49.2773,-123.0679,anonymous,EN,L23 (Tuesday PM),,TA9,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I enjoyed having her as my TA. I was honestly a little intimidated by her in the beginning of the term, but she was really helpful during the labs!"
3/29/2023 18:15,3/29/2023 18:15,IP Address,154.20.147.67,20,5,FALSE,4/5/2023 18:15,R_2fJMMsobrDKAxU3,,,,,,,anonymous,EN,L22 (Tuesday AM),,,,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,Marking scheme ambiguous and often seems she was lurking solely to find a reason to justify the inevitable loss of technique marks. Didn't feel comfortable asking any questions as I knew it would result in an even lower technique mark.
4/5/2023 18:24,4/5/2023 18:29,IP Address,72.143.233.37,100,305,TRUE,4/5/2023 18:29,R_ANijJMFXSMC0lIB,,,,,49.245,-123.1337,anonymous,EN,L24 (Wednesday AM),,,TA7,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,
4/5/2023 19:42,4/5/2023 19:42,IP Address,70.79.149.164,100,34,TRUE,4/5/2023 19:42,R_3qevFDCkwi68OwG,,,,,49.2492,-123.1924,anonymous,EN,L24 (Wednesday AM),,,TA7,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"She was very positive and helpful throughout the experiment. I did feel at times that my questions and confusion during the lab were being critically analyzed and resulted in me losing marks. I understand that the TAs have a specific criteria to follow, so maybe this is too strict as even when I was adequately prepared for the experiment I lost many technique marks. "
3/29/2023 20:17,3/29/2023 20:17,IP Address,70.79.157.219,60,37,FALSE,4/5/2023 20:18,R_XMpEXODAhXx53Md,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,TA11,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"he  is my favourite TA of all time. I was really nervous doing chemistry labs but he was always so helpful and informative. He helped calm our nerves, reassured us when things didn’t go as expected and kept the lab sessions lighthearted and relatively relaxing. As the weeks went by, I gained more confidence in myself and really enjoyed learning about the different reactions and the theory behind them with David. Can’t praise him enough for his support this term and his willingness to help us with a positive attitude and demeanour."
3/29/2023 20:23,3/29/2023 20:24,IP Address,75.157.110.221,0,72,FALSE,4/5/2023 20:24,R_2TXlIzPkhTe4rZU,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,
4/5/2023 17:10,4/5/2023 22:27,IP Address,128.189.216.225,100,19022,TRUE,4/5/2023 22:27,R_2xQ1vlDzVI6LKk3,,,,,49.4635,-122.822,anonymous,EN,L22 (Tuesday AM),TA23,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/29/2023 22:28,3/29/2023 22:28,IP Address,108.172.98.114,60,22,FALSE,4/5/2023 22:28,R_3qgv0xCRAKqbwt4,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,TA11,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
4/5/2023 22:12,4/5/2023 22:36,IP Address,75.157.35.231,100,1428,TRUE,4/5/2023 22:36,R_3qgLmvGY0CxQDGP,,,,,49.203,-122.9914,anonymous,EN,L24 (Wednesday AM),,,TA7,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Chem labs have always caused a lot of stress for me and having he  as my TA significantly reduced my stress. He never made me feel bad about not knowing something and always made sure to work through my confusion with me in a productive manner. He explained things in a way that made sense to me.
4/5/2023 23:14,4/5/2023 23:17,IP Address,108.172.240.13,100,193,TRUE,4/5/2023 23:17,R_3dNaW9Htf0wCO9F,,,,,49.2666,-123.1976,anonymous,EN,L23 (Tuesday PM),,TA13,,,,,Agree,Agree,Agree,Agree,Agree,"He was very helpful within the lab, never made us feel bad or embarrassed about broken glassware or accidental spills, and instead worked with us to problem solve and create a solution that would allow us to complete the experiment. He was always very friendly and welcoming and created for a great lab space that I felt very comfortable within."
3/30/2023 13:52,3/30/2023 13:52,IP Address,206.12.67.46,20,4,FALSE,4/6/2023 13:52,R_tWWQd5vBB0mQPWF,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,,,,Agree,Agree,Agree,Agree,Agree,He was always very kind and helpful during the labs. I have no suggestions for improvement.
4/6/2023 13:53,4/6/2023 13:56,IP Address,70.70.226.240,100,190,TRUE,4/6/2023 13:56,R_3Rg60fnvEpt3xMR,,,,,49.1378,-122.8521,anonymous,EN,L26 (Thursday AM),,,,,TA18,,Agree,Disagree,Neutral,Strongly Agree,Neutral," He is very attentive to his students and he always helps when we have questions or want clarification. For some experiments, He was asking us ""theory"" questions that tested our understanding of the procedure - what each step of the experiment does - and for me answering those questions was an effective learning experience. Overall, I think He is a great teaching assistant as he is a fair grader, kind and patient and always has answers to our questions. "
3/30/2023 13:51,3/30/2023 14:07,IP Address,128.189.81.149,20,1009,FALSE,4/6/2023 14:08,R_RLGPgtpV6VguK7D,,,,,,,anonymous,EN,L24 (Wednesday AM),,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"She  was amazing, the best TA I've had at UBC!!! Super personable, made class fun, asked leading questions to help us understand what we were doing and grasp the contents (as if she were Socrates herself :O !!), always happy to help but not babysitting us, treated all the students nicely, graded fairly, gave helpful feedback, made the lab fun to attend!!! I can't say enough good things, she gets 100% in my book! Give her a bonus or #1 TA medal or both!!!"
4/6/2023 18:03,4/6/2023 18:04,IP Address,96.49.189.57,100,42,TRUE,4/6/2023 18:04,R_2tEk0YIfZ0zt20v,,,,,49.282,-123.1103,anonymous,EN,L27 (Thursday PM),,,,,,TA7,Strongly Agree,Agree,Agree,Agree,Agree,She was helpful and non-judgemental
4/7/2023 0:10,4/7/2023 0:17,IP Address,206.12.137.66,100,395,TRUE,4/7/2023 0:17,R_WrITytriepE1xpn,,,,,49.4635,-122.822,anonymous,EN,L25 (Wednesday PM),,,,TA14,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was helpful and non-judgemental
