StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q16,Q14,Q17,Q1,Q2,Q3,Q4,Q5,Q6
12/1/2023 14:28,12/1/2023 14:29,IP Address,206.87.124.69,100,88,TRUE,12/1/2023 14:29,R_1pyXvrEeo11eQLm,,,,,49.213,-123.0951,anonymous,EN,L17 (Thursday PM),TA3,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:02,12/1/2023 15:04,IP Address,206.12.54.25,100,102,TRUE,12/1/2023 15:04,R_bvCAmDilUJCsE25,,,,,49.2476,-123.1234,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Agree,Agree,Agree,The best TA! 
12/1/2023 15:03,12/1/2023 15:05,IP Address,206.87.97.24,100,67,TRUE,12/1/2023 15:05,R_2aEqPXrR5HJkgcV,,,,,49.2293,-123.1882,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,She was always clear with instructions and was a super nice TA
12/1/2023 15:03,12/1/2023 15:05,IP Address,72.143.233.5,100,80,TRUE,12/1/2023 15:05,R_2sZ3POXdumiZJX7,,,,,51.0207,-114.1011,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:05,IP Address,206.12.14.33,100,87,TRUE,12/1/2023 15:05,R_1jBUGA115NwoTu2,,,,,49.2293,-123.1882,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:04,12/1/2023 15:05,IP Address,206.87.196.163,100,46,TRUE,12/1/2023 15:05,R_10xwKN0fgjwCWL1,,,,,49.2666,-123.1976,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
12/1/2023 15:03,12/1/2023 15:05,IP Address,128.189.131.197,100,104,TRUE,12/1/2023 15:05,R_1gi3gaAVEk4GppY,,,,,49.2643,-123.0961,anonymous,EN,L19 (Friday PM),,,TA6,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:05,IP Address,206.87.208.58,100,92,TRUE,12/1/2023 15:05,R_2B3Zm8wQal32hbk,,,,,49.2476,-123.1234,anonymous,EN,L19 (Friday PM),,,TA5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
12/1/2023 15:04,12/1/2023 15:05,IP Address,128.189.136.45,100,96,TRUE,12/1/2023 15:05,R_DGnK7RpUGRqjbqx,,,,,49.2476,-123.1234,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Neutral,Neutral,Neutral,Agree,She was very kind and understanding at all times.
12/1/2023 15:03,12/1/2023 15:05,IP Address,206.87.96.24,100,110,TRUE,12/1/2023 15:05,R_1poJYl1HjkUWJha,,,,,49.2293,-123.1882,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:04,12/1/2023 15:05,IP Address,104.28.116.21,100,80,TRUE,12/1/2023 15:05,R_VULvOBk1nXRS2ZP,,,,,49.2476,-123.1234,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
12/1/2023 15:04,12/1/2023 15:05,IP Address,206.12.180.145,100,113,TRUE,12/1/2023 15:06,R_2EFtRsqmddSVxjD,,,,,49.2462,-123.108,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:04,12/1/2023 15:06,IP Address,128.189.240.71,100,104,TRUE,12/1/2023 15:06,R_00WQDy165cRtVTz,,,,,49.2372,-123.037,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:06,IP Address,206.87.113.16,100,142,TRUE,12/1/2023 15:06,R_2n01Act6nOBydzj,,,,,49.2359,-123.153,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:06,IP Address,128.189.212.220,100,134,TRUE,12/1/2023 15:06,R_2R9rhw335L3oEm0,,,,,49.2624,-123.1604,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The best TA! 
12/1/2023 15:03,12/1/2023 15:06,IP Address,206.87.153.175,100,152,TRUE,12/1/2023 15:06,R_bei1Wi0GOivdZYZ,,,,,49.2359,-123.153,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
12/1/2023 15:03,12/1/2023 15:06,IP Address,128.189.192.41,100,160,TRUE,12/1/2023 15:06,R_1CDRNPCksUqykKL,,,,,49.2462,-123.108,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:04,12/1/2023 15:06,IP Address,128.189.197.94,100,133,TRUE,12/1/2023 15:06,R_3dM5CAiI1nOBloP,,,,,49.2476,-123.1234,anonymous,EN,L19 (Friday PM),,,TA6,Agree,Agree,Agree,Agree,Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
12/1/2023 15:03,12/1/2023 15:06,IP Address,206.87.125.233,100,157,TRUE,12/1/2023 15:06,R_1othzIXSqtug7O5,,,,,49.2372,-123.037,anonymous,EN,L19 (Friday PM),,,TA6,Agree,Agree,Agree,Agree,Agree,
12/1/2023 15:04,12/1/2023 15:06,IP Address,128.189.92.144,100,138,TRUE,12/1/2023 15:06,R_1IgmfvMhi0EpoTn,,,,,49.2492,-123.1924,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Agree,Agree,Agree,Strongly Agree,
12/1/2023 15:04,12/1/2023 15:06,IP Address,128.189.216.211,100,143,TRUE,12/1/2023 15:06,R_1CBCKDcB5GoBmrT,,,,,49.2666,-123.1976,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:04,12/1/2023 15:06,IP Address,128.189.195.132,100,148,TRUE,12/1/2023 15:06,R_USHNoaCeJLP9v33,,,,,49.3527,-123.0686,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The best TA! 
12/1/2023 15:04,12/1/2023 15:06,IP Address,206.12.65.122,100,159,TRUE,12/1/2023 15:06,R_3syMXhYvwVOvq9K,,,,,49.2462,-123.108,anonymous,EN,L19 (Friday PM),,,TA5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
12/1/2023 15:04,12/1/2023 15:06,IP Address,128.189.248.195,100,132,TRUE,12/1/2023 15:06,R_2dK18qxWNzDcMBG,,,,,49.213,-123.0951,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,She was always clear with instructions and was a super nice TA
12/1/2023 15:03,12/1/2023 15:06,IP Address,128.189.249.40,100,180,TRUE,12/1/2023 15:06,R_PwEALYO5qbcfT33,,,,,49.2765,-123.1247,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:06,IP Address,206.87.111.120,100,191,TRUE,12/1/2023 15:06,R_3EL4JXQOp8FSqHg,,,,,49.2526,-123.1236,anonymous,EN,L19 (Friday PM),,,TA6,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
12/1/2023 15:04,12/1/2023 15:07,IP Address,206.12.67.241,100,176,TRUE,12/1/2023 15:07,R_1rxnmgNzWzTBXjf,,,,,49.2584,-123.1456,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,She was very kind and understanding at all times.
12/1/2023 15:03,12/1/2023 15:07,IP Address,128.189.221.120,100,199,TRUE,12/1/2023 15:07,R_3hyBnMk9z99mbMS,,,,,49.2825,-123.1291,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:07,IP Address,184.151.230.86,100,238,TRUE,12/1/2023 15:07,R_5aKVMEGpeTloLNT,,,,,49.1865,-122.8772,anonymous,EN,L19 (Friday PM),,,TA5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
12/1/2023 15:06,12/1/2023 15:08,IP Address,128.189.241.8,100,122,TRUE,12/1/2023 15:08,R_2ZHMFyKR3hDrUBW,,,,,49.2624,-123.1604,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:08,IP Address,104.28.116.18,100,260,TRUE,12/1/2023 15:08,R_1hGRz37V092FnAx,,,,,49.2476,-123.1234,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Agree,Agree,
12/1/2023 15:04,12/1/2023 15:08,IP Address,128.189.208.24,100,200,TRUE,12/1/2023 15:08,R_Qb02smdJgoNdi4p,,,,,49.213,-123.0951,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:05,12/1/2023 15:08,IP Address,209.52.88.228,100,167,TRUE,12/1/2023 15:08,R_1IzSsDmOXVxMafw,,,,,49.2732,-123.0124,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Agree,Neutral,Agree,Neutral,The best TA! 
12/1/2023 15:04,12/1/2023 15:08,IP Address,128.189.29.69,100,248,TRUE,12/1/2023 15:08,R_06DYVbMmZerlD9L,,,,,49.2643,-123.0961,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
12/1/2023 15:04,12/1/2023 15:08,IP Address,206.87.157.127,100,225,TRUE,12/1/2023 15:08,R_9zcf05zWR6i7NXb,,,,,49.2293,-123.1882,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:08,IP Address,206.87.125.31,100,283,TRUE,12/1/2023 15:08,R_1QrqJ9gTZTEdgNt,,,,,49.2372,-123.037,anonymous,EN,L19 (Friday PM),,,TA6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:09,IP Address,206.12.14.58,100,307,TRUE,12/1/2023 15:09,R_1LIJofKv1EPQbqg,,,,,49.2293,-123.1882,anonymous,EN,L19 (Friday PM),,,TA5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:03,12/1/2023 15:10,IP Address,206.87.134.178,100,378,TRUE,12/1/2023 15:10,R_2lOxqAw4TiZd3eF,,,,,49.2825,-123.1291,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
12/1/2023 15:04,12/1/2023 15:10,IP Address,206.12.14.17,100,394,TRUE,12/1/2023 15:10,R_41wBsRcOxycAUJr,,,,,49.2293,-123.1882,anonymous,EN,L19 (Friday PM),,,TA5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:05,12/1/2023 15:11,IP Address,206.87.153.219,100,330,TRUE,12/1/2023 15:11,R_3hnmmr28DSvREhB,,,,,49.2359,-123.153,anonymous,EN,L19 (Friday PM),,,TA5,Strongly Agree,Agree,Strongly Agree,Agree,Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
12/1/2023 15:09,12/1/2023 15:11,IP Address,128.189.215.116,100,107,TRUE,12/1/2023 15:11,R_27j4UIPgIVopG5N,,,,,49.2155,-123.1427,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very kind and understanding at all times.
12/1/2023 15:08,12/1/2023 15:13,IP Address,128.189.236.55,100,286,TRUE,12/1/2023 15:13,R_3phGsTj12WJiUJY,,,,,49.2666,-123.1976,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Agree,Agree,Agree,Agree,
12/1/2023 15:12,12/1/2023 15:13,IP Address,72.143.221.105,100,41,TRUE,12/1/2023 15:13,R_3oX7IDk5jHSsJU3,,,,,51.0455,-114.1988,anonymous,EN,L19 (Friday PM),,,TA5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
12/1/2023 15:12,12/1/2023 15:14,IP Address,206.12.139.164,100,78,TRUE,12/1/2023 15:14,R_3PFQwhOt7OkR4aM,,,,,49.2476,-123.1234,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 15:45,12/1/2023 15:46,IP Address,128.189.251.88,100,86,TRUE,12/1/2023 15:46,R_1r9xQqK1AqBCbHc,,,,,49.2643,-123.0961,anonymous,EN,L18 (Friday AM),,TA7,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 16:47,12/1/2023 16:48,IP Address,206.87.233.124,100,93,TRUE,12/1/2023 16:48,R_Cgd5GZj1h5yzaOl,,,,,49.2246,-123.0711,anonymous,EN,L18 (Friday AM),,TA7,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/4/2023 17:13,12/4/2023 17:17,IP Address,206.87.155.202,100,241,TRUE,12/4/2023 17:17,R_2YmHYT6fFfOsVFE,,,,,49.2492,-123.1924,anonymous,EN,L19 (Friday PM),,,TA2,Strongly Agree,Strongly Agree,Agree,Agree,Agree,The best TA! 
11/30/2023 18:34,11/30/2023 18:34,IP Address,173.180.232.93,23,3,FALSE,12/7/2023 18:34,R_3Nwzqx35BQyW71f,,,,,,,anonymous,EN,L17 (Thursday PM),,,,,,,,,She was always clear with instructions and was a super nice TA
12/1/2023 10:07,12/1/2023 10:08,IP Address,128.189.196.225,23,45,FALSE,12/8/2023 10:08,R_YVVtj0e7coomn7z,,,,,,,anonymous,EN,L18 (Friday AM),,,,,,,,,
12/1/2023 10:14,12/1/2023 10:14,IP Address,72.143.228.143,46,20,FALSE,12/8/2023 10:14,R_sIn3enIoEDIyie5,,,,,,,anonymous,EN,L18 (Friday AM),,TA3,,,,,,,
12/4/2023 14:19,12/4/2023 14:19,IP Address,206.12.163.155,23,15,FALSE,12/11/2023 14:19,R_2U3i5lVXhsEh6Sy,,,,,,,anonymous,EN,L17 (Thursday PM),,,,,,,,,
